time,airspeed,altitude,vertical_speed,engine_rpm,engine_temp,fuel_flow,anomaly_label,anomaly_score
18,240.91975924478788,30317.70901510461,-103.53851457384292,84.55797932013549,681.8149034876766,2428.519274100853,1,0.1708701826468066
19,235.87696298664707,29380.370802573263,-17.618248805814655,87.89177626916671,664.667713469815,2679.452484839221,1,0.23963417035983045
20,264.6564876892156,30029.96631513316,433.98731761610856,85.74835283779022,614.2232945196045,2654.484146241826,1,0.42502912893364336
21,247.74223699513465,30138.688468979097,-284.73652737678464,86.19768457881798,641.5211189118439,2560.4097426355565,1,0.09024691145995815
22,250.67528204687923,30680.329297919325,-370.3685463149317,92.47655199580204,622.8201599365692,2636.100670476977,1,0.4312869906491745
23,235.75251813786545,29345.589800440444,156.71793295972134,84.17463571523486,635.7396395987712,2506.4791350123382,1,0.16530842230410608
24,244.55617275474816,28490.243922089587,-135.72861225882065,84.04671731794781,602.9222800064894,2576.543749437501,1,0.4165844091434175
25,251.10922589709867,30091.92477237685,-63.64750554852405,85.34973553603739,647.9451563345908,2647.7720295302074,1,0.0848547767128261
26,238.49006422577696,30900.255590755427,-156.23127562622284,88.21454780674311,632.8708727125803,2524.549868179431,1,0.20947965100709917
27,253.75698018345676,30619.47317646972,-51.9600281535025,80.4803979094288,650.8985788519466,2474.4812828485715,1,0.08606659771358612
28,243.993613100812,30104.829707637316,319.70762241926826,79.10333232557048,625.6231811167621,2329.5378041822883,1,0.38683240787260315
29,247.08306250206724,29754.18190718397,160.42569172362386,83.23865418813956,651.2436777975806,2491.6866474278504,1,0.051008361352140985
30,243.982933877706,30403.56129831865,172.44470237739543,80.09823112282214,643.7762558281951,2582.342318456231,1,0.17522970907651145
31,268.52278184508936,29513.226900147765,-283.2454111585291,83.72550595742308,672.5292944778289,2594.563342756763,1,0.2748575455605274
32,249.86502775262065,30238.17888467811,-230.23074731057383,86.50749908838787,671.1703529261844,2550.436506571841,1,0.0884464705076433
33,239.42289071044095,30252.73507958331,-567.8157318970854,82.32775340934322,661.7801840451542,2445.870090503776,1,0.31647928811771414
34,258.2254491210319,30530.10495374944,-161.8761642165508,80.71952026965597,645.1007932900818,2302.317843105241,1,0.21587800927598272
35,237.79156350028975,31379.830019455538,191.3406372771317,85.20801148514605,679.7807059289044,2450.4784901995263,1,0.37196876385127214
36,252.08863595004755,30196.207983589386,103.38930314967418,87.5876304538455,626.7044708324026,2469.565512894605,1,0.0944762833647721
37,230.40329876120225,29745.51818714625,-44.30265259042478,79.91507968445016,628.9466205565451,2468.7071032809986,1,0.25062615971659036
38,236.7181395110157,29987.212843904003,-4.46005674361061,87.46069719491796,648.7432535016641,2561.8556356977924,1,0.06886700122652291
39,251.96861235869125,29115.46204755544,-137.77710851508112,87.45191861121498,683.8105716338168,2698.567641101484,1,0.3574522384462581
40,257.3846657999541,29652.643434455476,40.951776480356834,87.86225530646989,646.9649163969486,2512.3529201841093,1,0.0362476163679482
41,251.7136828118997,29795.358780943447,153.17565589612298,88.65544064461506,647.2513213518607,2478.326821084354,1,0.07917043030097569
42,248.8435171761176,29737.955801032705,-323.1773574820946,91.60604177397884,628.3713446583229,2474.077818699591,1,0.2971451892403469
43,246.98896304410712,30076.17743601686,59.92953756746962,83.93172385414283,664.1889437790556,2512.4384766907715,1,0.028420249199500255
44,235.2147800963257,29588.7900338089,186.48697419093344,85.32871474023358,664.2976438149403,2417.1706239651603,1,0.17318708487389609
45,242.8015579160529,30560.515333662235,-83.02005779267392,83.75068470025592,661.8361280209987,2512.0198558746056,1,0.10345511287889224
46,245.39361229040213,30000.1035324591,140.14012242411673,85.00593053426743,640.5616899072895,2545.08123363318,1,0.05491474206361803
47,260.5712222621892,29995.34983943069,562.9308888945106,89.59862006690894,639.399398474405,2520.9686063574486,1,0.3100489033091587
48,373.906030059033,29836.05264174354,-20.868558597378385,46.614219277955456,733.6514922750642,2545.754193400478,-1,0.7778072339959016
49,232.36959844637263,30077.59534192949,78.66141000106472,82.41685098350328,651.258087526414,2543.3747609348534,1,0.09965379839825043
50,253.24083969394795,30412.549132333817,-147.61141673227831,89.13154280951369,633.7938900608225,2322.810331775356,1,0.23435839616340762
51,246.14917719583684,29566.43489214455,36.25023252041008,88.06010952070626,632.3387524212607,2563.6870158395404,1,0.10859498062586895
52,243.2307799969404,29670.94175546237,92.05432499646076,83.91060505954877,643.6446392463398,2432.8985154337547,1,0.06543588804427186
53,256.1167628884087,29848.13698561167,38.96846805402761,87.56320600336215,642.6626573722367,2390.4160836996043,1,0.07138662911319871
54,260.3099952249595,29327.064538263392,-203.9390639417713,86.0236475274761,641.9303220676707,2389.5548172145004,1,0.15417285015146143
55,259.312801191162,29590.37107013925,41.27235426509014,89.50082382700296,656.996668952604,2543.354161047253,1,0.08268098821811355
56,241.6078247677736,29761.88956322767,292.4391877435274,85.22352878148031,651.1857170322542,2477.7425072775145,1,0.11670963595666972
57,246.90787624148783,30437.194590356365,89.72715290290546,88.07689634161775,645.6776595423332,2331.8031216014588,1,0.15794312031273963
58,253.31263431403565,30131.28066450096,192.3974378143682,92.92603573147788,652.7451939246722,2547.8037815192283,1,0.20863881257589956
59,259.7554512712236,30096.79495568377,-47.40239400252555,86.79429746514239,635.1270943834305,2356.039186920117,1,0.13428783956345006
60,245.2082576215471,30425.448981083988,149.9800478847421,85.14798449738453,651.5791793586452,2513.982135851821,1,0.053696843401337506
61,248.14341023336183,29931.314105800306,55.85356764330519,87.16734095566294,652.2590373926695,2523.849892567305,1,0.019305540689396106
62,238.9366502599397,30195.232424964444,-190.1821459374464,83.90415742538835,627.4542971096378,2588.5577081695046,1,0.1875248354321137
63,238.0379337591933,29948.38912353375,63.704200959774894,92.1639031165742,664.9354063155554,2678.1684786466853,1,0.26147307546699594
64,258.125258223942,30132.681174699814,-198.3393326880621,85.54021311308794,636.778494421595,2363.532367409946,1,0.1419568099503962
65,263.56240028570824,29708.62067119421,-126.5760549769584,84.18120003932346,651.3546469880965,2494.7526143936952,1,0.052493128383255296
66,249.27989878419663,28780.591420861787,37.865661458474825,82.4929329849399,667.466176108029,2472.366470495578,1,0.22917707827123018
67,260.03532897892023,29932.860418906846,59.44885467602481,88.29166057481932,663.885151365708,2543.374968596096,1,0.05197605458152431
68,253.61636025047636,30711.37406804997,-237.8464930154258,87.60156223848321,650.5150008285325,2521.5668770933617,1,0.09257457124035805
69,243.54880245394875,30463.1077011208,210.79715423657524,83.50793688575772,644.562514956769,2464.745375726338,1,0.11424224050539313
70,253.61395605508412,30482.698742295583,114.40125566009458,86.72935403536727,664.2126786286335,2455.9097811389142,1,0.0910942169673233
71,265.3803656646597,30618.06536090311,-140.94568712217676,80.47433209536143,660.1204246671293,2388.354914481595,1,0.21526654835912853
72,249.64173960890048,30044.32879548072,-307.5169592898351,85.55491172521947,640.7245246993381,2598.786158240651,1,0.12045570255410576
73,265.64643655814007,30098.6578537028,-28.980915816286263,86.35826905623009,638.0765952949746,2545.920418159953,1,0.09824736827901892
74,223.80254895910252,29691.174052282822,-89.18874277223203,90.12198942867768,618.9146722745601,2591.776819779513,1,0.39523869512688187
75,258.21902504375225,29841.963571986475,22.62809141060456,82.68754359181393,652.3104776252538,2468.9603863524485,1,0.025721196291182576
76,250.8704706823817,30307.88557488557,-72.6233322311133,81.16494211359303,648.759533824724,2434.316453130557,1,0.05330365310518961
77,247.0099264953413,30601.94221858441,-401.491372149002,82.31371611722487,667.0428706196382,2392.168493337077,1,0.29016505180010455
78,250.91760776535503,29930.2768621595,-77.66938766023168,80.99029449905524,655.3858264022055,2535.891758374066,1,0.05385944621651676
79,230.12431085399103,29774.90536757429,-61.12382221366259,89.00997207327696,670.0134379125903,2396.0206775471765,1,0.2382642998192944
80,247.80328112162488,30000.2639794283,126.73220495481176,89.64591788507211,639.5395365812575,2684.8663068966557,1,0.21103613753781914
81,253.57112571511743,30300.60337446456,-139.63993492220993,85.96064973384648,667.0722549645143,2369.235741890656,1,0.11507942851010888
82,264.77894044741515,29278.07259193323,335.7349346745132,88.66388483705545,642.0662543134301,2527.36601192125,1,0.27772812175169387
83,244.81729781726352,28851.90952343138,-382.3281101303514,85.4018751417407,661.663940926884,2656.685470721379,1,0.347107862781694
84,241.9150639710681,29724.73157525421,262.2334995605249,84.7146650568977,628.1186241120396,2559.908975926381,1,0.19240984508737818
85,244.98242956415464,29389.64378704292,-44.86379417562096,84.00088714283872,653.5270294904929,2517.567371249178,1,0.0763189085726811
86,259.15402117702075,29745.929901176343,171.91697446871123,84.06882702586731,620.2296808783113,2403.1516353038105,1,0.17920974225376685
87,253.2875110965969,29926.109840591263,15.960296811746618,80.35659533107291,645.9929377108737,2361.823081143229,1,0.12030539206901841
88,244.7023979623296,29773.375795488493,227.91110720509383,85.79276429082202,656.6053099081687,2577.0050108917585,1,0.09479517834566209
89,255.1326743311336,30726.23376723537,-77.47239291056225,84.87899826935787,642.1854717315335,2650.6147240774944,1,0.16821653145905702
90,250.9707754934804,30163.37238230116,-219.72408503556244,87.23608217223362,634.2434355686605,2456.115000952183,1,0.07798266843286279
91,259.6864499053289,30150.237179805416,284.10085745421264,85.28057048931583,662.691777039439,2386.093849238365,1,0.2035602383977997
92,242.97946906122647,30311.1035720217,-22.69612917642824,84.51188889529273,648.4480581522962,2254.183056945098,1,0.25096324929417163
93,246.72337853402232,29430.58344110961,44.31169472484212,82.3864209099771,642.65644029454,2401.9235156337463,1,0.10154455235216236
94,246.0789184686784,30519.55589371013,246.95038280895903,85.21645971046529,650.6284388173142,2488.634315750096,1,0.11454963881643447
95,235.3648505186788,29962.11785673227,-206.39104841888695,87.21471169244849,689.5500371291838,2659.9123240836734,1,0.31811078561865075
96,252.96120277064577,30335.240308620607,119.09817952785149,81.56998302674842,667.3025427467231,2567.313369223297,1,0.12074505251977107
97,252.61055272179888,29464.07138347992,-117.9789512925782,85.26242126104222,667.4386050228176,2530.508540470675,1,0.07663880690713082
98,250.05113456642465,29223.120616991968,-26.43387112887437,85.69912885458845,656.5331947848855,2459.9880338698867,1,0.09174741442492092
99,247.6541286662485,30408.944829012515,14.45579307685778,82.8458056491452,652.4972790886573,2441.6834282744044,1,0.03793441274953512
100,235.84629257949587,30188.20476304876,-300.0443722893872,83.236431085276,614.0587656750438,2640.5647597507964,1,0.3092810574049221
101,245.7935467723464,29548.974222821245,-155.76740856408696,85.69183254629864,639.815294803053,2520.073854075839,1,0.06347057459575982
102,246.5728548347323,29565.16845936265,270.21457848262787,81.59973694512213,642.7913838019629,2289.739930807898,1,0.3036227120255211
103,241.9772273077838,30562.717392207385,177.23823771695913,86.04977114574818,621.876619039287,2432.646035210276,1,0.19547139634084804
104,248.38714288333992,29405.294053566337,-12.527915465446974,82.3139368790224,632.6387631467685,2414.1783968228374,1,0.13214054306873696
105,254.04050856814536,30821.33647662798,48.624691702578616,88.18856107909966,620.2874529361604,2445.3735990822533,1,0.21592419957077394
106,268.8618590121053,29549.689632676065,-58.84850112729153,92.0134832361649,649.4251424645394,2556.2910660285083,1,0.21317437067433292
107,251.7457781283184,30319.19596280419,271.31667716559645,82.41772959489454,662.2814895627322,2489.255511820575,1,0.11185409443692094
108,252.57550390722764,29835.69076212551,-40.07051555883277,86.60262358712403,666.6016177793649,2492.313459299634,1,0.04276565180867842
109,249.25554084233832,30301.59371554117,46.36841842696961,82.81977428535394,656.2217669311887,2631.347316132524,1,0.07311886850345173
110,230.8122878470096,29727.942998942905,229.20602882841305,88.12286252139337,635.5490548820214,2430.353891021331,1,0.24772353101846023
111,249.73486124550783,29918.60354696385,-155.47429696918132,81.20422477274435,621.0190226222006,2686.4199525887348,1,0.27444996949902695
112,250.60230209941025,30020.45958769786,311.7578368993788,86.44176027528314,623.6469695089775,2432.8692408628917,1,0.20057057113377125
113,274.63242112485284,29498.906272109263,-306.0922819486753,82.38103309933194,630.9652613411826,2508.919819661257,1,0.2847694972633006
114,248.0763903521888,30370.412172710065,325.9284262225597,84.3790462327049,636.6671045294648,2471.8796404597238,1,0.16605119132812918
115,253.0154734233361,29743.39321676421,-74.53511679039492,81.90692417455809,647.6037725301262,2512.341913350096,1,0.03802201803484023
116,249.6528823029476,29885.70004232999,-48.53974956505635,87.46705141268725,634.7875367280955,2544.459199507313,1,0.0532943565777198
117,238.31321962380468,29502.825312695742,-378.0020342365886,82.48905893668123,655.084638405024,2543.3835240088874,1,0.23240493899670656
118,261.42822814515023,28718.833170602345,-90.95894347553858,86.65589277799549,646.5158974580079,2424.688266937942,1,0.2541307483305316
119,257.51933032686776,29904.486118699915,-207.96130620537684,83.967705915213,650.1581856761154,2387.708532255243,1,0.08819713206242666
120,257.91031947043047,31206.307710806457,-121.52926907469453,84.65658288460341,667.1037582900681,2750.3171790905712,1,0.4150204596620201
121,240.9061254520526,30392.30214394901,-27.46219315777592,85.44326772220039,632.2965239869944,2451.601566039945,1,0.1006299514763765
122,264.027943109361,29990.3698101328,191.55832289458112,82.71452598502346,656.2805686743856,2569.9212438671984,1,0.11045509907999086
123,235.9814893720772,29868.554585395865,41.52067028012515,85.63110134062266,649.7904015728589,2339.2358689476805,1,0.16087423284895905
124,255.8685709380027,30011.232946406024,61.53533068022276,89.59100369306323,644.9977057854546,2472.0387280095324,1,0.0680378214336255
125,271.9045562580998,30273.559557587603,-219.10387776911247,82.66571564250185,663.2788448129894,2487.280061601756,1,0.17509283749439067
126,240.09463674869312,29409.593592345576,-176.15081792054605,88.51543042982154,663.1852123183551,2547.2815069927838,1,0.1443791371703989
127,244.33702270397228,30557.160847334435,359.7450036702624,89.49429290046335,635.8026380601735,2227.754585900806,1,0.5282958081253334
128,250.9965136508764,30357.69065772062,-147.04020695264933,82.55153503291587,647.2675912421312,2516.6140613078333,1,0.04116275432725827
129,244.965243458838,30359.09286285397,331.24165041145915,80.63483618472834,654.218175238761,2385.02585446321,1,0.2426761791437229
130,234.49336568933867,30219.237869404864,-48.6122397761733,85.90588270051529,645.9048987796613,2532.4345711194924,1,0.07820549664646402
131,250.68562974806028,30009.808328846997,0.4575872287008098,83.35777743169938,658.775319984317,2396.3670803161835,1,0.042680587953343035
132,239.37696286273896,30336.43061798341,214.073032045986,90.605809657489,654.2178802686541,2414.451730407442,1,0.21740759453222328
133,254.73592430635185,30295.907066870688,254.3784843877313,85.1044226214995,677.4884186053401,2472.637238960673,1,0.1744833984559025
134,240.805757657662,29822.97964452949,-22.162512055817498,82.59340177589446,627.0458129610532,2394.7670530396804,1,0.16124219349012872
135,265.4993440501754,29713.19911355155,-77.64861070430777,81.55852146696486,648.1634601537891,2452.4465553264645,1,0.10859039821123606
136,242.1674670766376,30050.92814763099,-11.184089704442624,88.26971487727249,636.3724623273172,2380.6624231456685,1,0.13567130132405916
137,246.77938483794324,30774.510075747592,67.59150564642366,83.28644807774744,659.0616118315857,2316.682954830127,1,0.21392119296570355
138,258.1351721736967,29380.44646217305,178.2607373739511,85.13148639838128,625.7424216493168,2601.795705242936,1,0.21898617898070077
139,237.69135683566049,29266.23736712378,0.8459717988303153,87.86740823533744,655.1946906533733,2370.395130717607,1,0.1830034227191075
140,252.2745993460413,30082.380420618258,123.77725960463071,83.54722494420751,640.5492735297748,2482.1319112392016,1,0.032941966495928024
141,263.07142754282427,30025.443850928008,327.6719464541882,84.86221351377952,638.9875720081848,2575.2891081493785,1,0.18980283344059595
142,233.9251676543877,30086.67083218521,76.26192245295694,84.95029477053244,628.3025269468897,2438.505589748396,1,0.15410562420397134
143,251.84633858532305,30121.97659895425,62.33057120095567,87.04997353454827,643.0238608069849,2417.483410025446,1,0.05011937470756759
144,252.59882794248423,29888.3988726826,-303.7821650180136,86.77223300653098,666.2675079543639,2522.6238088667424,1,0.10426266908706236
145,257.8182287177731,30744.931719301043,-526.1460273658126,84.33965880623552,649.6221697470578,2611.793382272715,1,0.3118859674843247
146,237.6304928912192,29199.54801076174,77.67514584603367,85.19094718448956,659.4152062681171,2383.068473491353,1,0.1691816274823089
147,236.79543386915725,29585.75148760988,-18.964846256174447,83.88466296542954,674.9696273294941,2484.9852167982563,1,0.15512920642823305
148,255.21941565616896,29948.37261992548,-102.95653498294838,80.56716277924167,653.9563337723387,2326.750540503267,1,0.15104261003705402
149,252.96984673233183,29178.405594422915,48.70604083726893,85.7728025721944,641.6180064190648,2460.679899631781,1,0.09878303241884226
150,252.5049285034588,29912.072797783963,-12.080745839381658,90.6765752824992,657.0087832277419,2503.420468453808,1,0.06730766824455021
151,253.46448209496972,30830.73508286401,225.5560501267797,82.34884257792682,641.8355578052856,2414.5375358244933,1,0.18545521650717844
152,243.1997527842151,30010.44324414798,17.22217365179558,82.68091087119188,642.4336597505425,2454.300816617477,1,0.047578665475271724
153,252.32253697161005,30115.35045285934,-149.3846570140335,82.38781668506877,627.2016080057152,2359.177323169255,1,0.15639150889576925
154,252.9307247329868,29369.91761741371,198.0332477918578,87.17377533616937,663.8938623662659,2507.7078611381494,1,0.11775396412609834
155,242.85648581973632,29691.81929598026,-43.4262149892405,86.34545636258932,644.2099613652584,2605.569424888315,1,0.09773102524687402
156,268.6577451114476,29812.401809838037,105.30733673446142,84.52438692275064,652.7314736872379,2390.285613022954,1,0.12485743543027367
157,254.73832920911784,29841.142451621883,-95.48214123856008,82.24594281508311,634.4605710709004,2437.732823344761,1,0.07895425464359074
158,238.08696502797352,30640.821897501883,-129.96537709948728,85.27713037491978,656.5392144457321,2550.254624645418,1,0.1205057263275144
159,256.5655360863383,30278.845530362563,16.83364603713923,80.30613361799259,638.5708814279737,2621.2090719322737,1,0.10184711746673017
160,240.2531832977268,29444.271021531484,2.565728708737024,85.43027970057248,647.8743691744727,2350.681018779107,1,0.1519710432002062
161,257.87084603742454,30123.252389216,95.9654070733666,87.61457315826381,663.1673904685869,2483.121526258405,1,0.04288270310312866
162,261.585955790074,30249.110874248392,-53.72915066194851,81.24640259009897,661.8613896834879,2528.3130822319526,1,0.08391385663780798
163,241.79317681648288,30570.074519260637,-367.2719567540794,80.40244516951101,649.6695489122459,2489.794360937115,1,0.21452418577339363
164,259.63376129244324,30790.270343284188,-86.55477671767773,89.73831367508458,623.4780345093992,2252.3207933122912,1,0.4344894292648594
165,254.12780926936497,29492.452904086065,158.76369342876313,83.16472108148625,694.8921585509096,2550.1090009308773,1,0.24599042827868844
166,258.22060159994487,29594.571244394832,-59.47521584862129,88.40784353783147,676.1878845540971,2651.933635109064,1,0.21342798722532882
167,268.9679298265395,29371.211070542693,-49.276680502909606,84.53800700440651,660.8401223733244,2511.6661751169504,1,0.14902138932147935
168,247.54611883997129,29882.99007044651,197.27530118118744,84.51413554917602,638.7019432761355,2396.889394670574,1,0.1244134546616746
169,242.46263835642512,30233.17918722317,-142.39464545178456,86.31523809848994,648.2961175744705,2448.687275363572,1,0.047086062756270926
170,241.1048557037448,30493.66725829455,-308.5606436485799,82.34800342976068,641.8486935533523,2676.99130676556,1,0.2652645716484711
171,241.84189715034563,29962.02448817874,-32.12622390509887,85.39749143048694,668.9578390864458,2590.996254086056,1,0.09196500858383597
172,249.22898290585897,29840.076238372578,-96.8347902497474,83.85553175552772,653.9375433627775,2564.002661838433,1,0.023919626247774495
173,253.41151974816643,30075.87899612437,-193.2492639506508,81.0385196697849,638.2375421246026,2535.641258353437,1,0.06375719397456309
174,252.76690799330015,29582.428549184988,-35.07569117973814,86.0124462241792,642.9386735131283,2433.8862887809028,1,0.05035626213864395
175,258.2718324903602,31044.769360847386,98.30112944935672,84.21007657936624,666.8178221385485,2479.942881934423,1,0.1583770519117103
176,250.13001891877903,29196.16948644097,-1.8577123135631493,84.52892551466587,674.0014677023072,2492.2077264321483,1,0.12526867763484795
177,264.53534077157315,30092.370289447863,61.39621453724755,81.36951716975753,672.9249734522937,2554.9574316064445,1,0.12668910428956012
178,247.35343166762044,31011.80310961482,362.6815397030846,89.77420110328842,661.3554809758097,2650.8918894266903,1,0.38311240535343444
179,277.2016916658962,30003.39992228,-68.57577231151282,87.63014255915834,646.2106269679605,2611.8338136793127,1,0.22114122501912023
180,256.25667347765005,29904.980482499253,55.66972692893392,87.89246765251593,601.3772926200631,2358.061564420396,1,0.27841341688025295
181,241.4284244358372,29821.277288594785,-101.8426725198269,84.08366589267496,654.4574003571233,2522.3994968901047,1,0.032415896546571454
182,355.4711718070011,29909.8041591188,-169.2719439773946,42.78142899050239,825.4265218868773,2573.6763345167897,-1,0.8902609799103417
183,254.82472415243183,30686.424237338266,-116.98153068355396,90.85875214746854,652.0997314448203,2561.8860330144635,1,0.14956622118640853
184,247.7653721467415,28894.069044335247,-95.75171430433772,84.8167074759824,650.8084602054981,2437.076623661258,1,0.17888736924386878
185,257.1400049409209,30766.71685064816,71.89515950942511,82.75360061193985,630.1060675707627,2791.410921576836,1,0.36043713599959765
186,254.73237624573545,29288.021423774928,469.8151573401515,86.25040472344934,658.3611283527678,2372.291543766888,1,0.34633661300162927
187,249.2717108734313,29866.673835382797,-143.20868725516806,88.50136236400989,659.4832447104777,2391.681155333395,1,0.09386115821997926
188,241.53206281931597,29785.37778985067,-83.3250611230925,84.9308483317436,660.2350817308949,2523.359508126158,1,0.04605276897381883
189,234.8515277531413,30294.27663488536,-12.62460262224965,88.83572550381813,664.1986550536008,2711.680305496385,1,0.28144315177578455
190,245.53485047932975,29200.937824058125,79.15976974194942,88.2489998155506,659.0607746738243,2416.380514929583,1,0.13621813047146722
191,258.56398794323474,30231.08633304097,52.710162390957,81.77085643779382,643.8495588269163,2473.4171634353006,1,0.05416877748980098
192,252.14093744130204,31012.154811643428,256.81915878962343,82.97862968302157,648.9374472812586,2607.7293673015693,1,0.24034883497062642
193,237.54261221288013,29318.412997703595,-485.27841410704167,87.8726114898393,651.3668730088007,2498.2137845112265,1,0.3063584131268416
194,251.73180925851184,30094.8530838052,-477.38597403913457,76.86216230856868,651.6154917365993,2466.5396145469704,1,0.28433179362976285
195,253.8531737972884,29669.008911101697,-99.17563440202986,84.55163292050503,664.9732648395759,2556.563290188672,1,0.05204995089175024
196,324.5027909155016,30212.94360309652,219.46003750874172,49.16346167260684,795.5082996323217,2527.2517990229594,-1,0.8127453018126254
197,251.5372510594553,30009.57388870788,-313.12960632111924,83.57033859569943,681.1601515935492,2603.0438785636798,1,0.23534448348104312
198,250.58208718446,29679.256545477845,-601.5264679387515,84.10353973291238,683.0970346982701,2629.1468889065363,1,0.4100858534634882
199,238.57029702169376,30243.936142435537,114.23588124384176,83.92526686627748,651.1947437392089,2530.7003060005363,1,0.06207499977263601
200,253.57787360348283,30902.17405489337,48.73144474054288,83.34321624366217,592.4501667731095,2529.173272537831,1,0.28872317972459416
201,255.60784526368235,29904.54810413635,-218.041681359886,81.70856905111356,668.552486991909,2521.4110982286134,1,0.10244683706131838
202,260.8305124317528,30359.87897107409,-197.107920144186,91.87573380045606,641.8943549151942,2548.913055664929,1,0.18609548980283186
203,260.53802052034905,29353.363521064417,-193.9487439269349,90.60238601248405,637.9777411725349,2505.5170637871465,1,0.1621560978970609
204,236.2233063204291,29521.781811590998,22.107063494788022,81.51380253923115,644.0233208751595,2499.939151767771,1,0.1295810319752834
205,240.6217496008488,30236.20313894019,-125.2630552366014,89.7463502539107,643.3003542977809,2619.6627120827243,1,0.15319623175386876
206,255.1503526720866,30742.058014267983,98.81278379510393,83.80160352858144,659.1840471515809,2651.6116180355043,1,0.16956364409979155
207,255.13785950912208,30177.80667439283,-570.9253325808783,85.38756241999513,626.6084633131067,2349.244705536658,1,0.3885574795933859
208,255.15047686306048,29843.470984738426,-171.37037302555987,84.81017812030925,633.8341888131259,2501.002115174057,1,0.054778118988531736
209,288.5273149065472,29999.64570271168,-225.21079218221004,83.0207540762381,655.1473783129612,2431.1305566554765,1,0.228803845150814
210,255.70890510693167,29374.79613301514,-51.26813567449844,87.95155703081844,659.3441604561996,2468.902853351393,1,0.09737776562251213
211,261.355656401806,30302.257663177683,-107.6095516980277,85.37765959172998,659.6231246740401,2540.251620973532,1,0.060593388951118786
212,259.54001763493204,30441.166531161703,159.5687559791533,83.57034573034228,638.1944558160005,2566.943837154247,1,0.10465508515877345
213,256.513912513058,29773.95483358346,-371.8673543320115,81.08623166859859,635.3260152610064,2488.7873556388654,1,0.16714158439949875
214,246.84730755359652,29764.97892612025,9.0982952661504,82.31921495884264,642.4004774931813,2308.66596652772,1,0.16890597332840215
215,257.5896922049327,30132.939114826026,111.6672846423411,80.0758596531937,653.5980912842708,2403.495441942382,1,0.10176657027392293
216,242.2717478546243,29781.6401319797,371.3294873123909,85.03667064524551,672.2821605390883,2589.6499670200164,1,0.2325523244674466
217,247.63181393259995,29966.93369268709,-96.35319421869504,81.41000322314682,619.2884422134388,2225.957357796507,1,0.3609709722593318
218,245.14636452170896,31049.860894583257,64.8917208705034,84.20331846244437,646.6890686456245,2618.7427151682,1,0.1999420675623478
219,250.81874139386323,29876.487149627003,-360.772558512473,89.11030556083111,630.009823384622,2552.1229990644542,1,0.2222931775385436
220,273.14658566673506,29820.82992398939,-478.3912408626048,88.59789871876475,625.2163598396977,2631.617608153002,1,0.45335564538971385
221,231.3273480740825,29676.22909718242,168.95487515633997,84.90316931769215,664.5043496801723,2480.143081311904,1,0.15024862110087614
222,256.86260190374514,30372.09598574997,-1.1120587296141131,84.73874582157055,658.1693686174901,2293.859457597709,1,0.1765004120412065
223,233.87284128810347,29909.387913390947,235.70253795968455,90.63962364826304,656.741502739209,2543.03626415065,1,0.19570531792808973
